symbol,exchange,series,isin,nse_scrip_code,bse_code
TNPL,NSE,EQ,,3980,
PRAMARA,NSE,EQ,,18514,
746CG31,NSE,EQ,,22696,
744CG30,NSE,EQ,,22692,
854NHPC28,NSE,EQ,,31483,
743CG29,NSE,EQ,,22694,
867NHPC33,NSE,EQ,,31484,
751CG32,NSE,EQ,,22609,
QPOWER,NSE,EQ,,29711,
MOM50,NSE,EQ,,19289,
747CG30A,NSE,EQ,,22743,
744CG29,NSE,EQ,,22742,
746CG33,NSE,EQ,,22698,
REPCOHOME,NSE,EQ,,29598,
DANISH,NSE,EQ,,25927,
SFML,NSE,EQ,,28069,
711TN55,NSE,EQ,,29072,
714TN44,NSE,EQ,,28826,
711TN34A,NSE,EQ,,28825,
703TN29A,NSE,EQ,,28824,
LTF,NSE,EQ,,24948,
SIGACHI,NSE,EQ,,6663,
722TN35,NSE,EQ,,29108,
CHEMBOND,NSE,EQ,,14618,
696TN28,NSE,EQ,,27326,
AEGISVOPAK,NSE,EQ,,757336,
CHAMUNDA,NSE,EQ,,29541,
710TN54,NSE,EQ,,28279,
739CG33,NSE,EQ,,23079,
738CG32,NSE,EQ,,23078,
697TN28,NSE,EQ,,28180,
745CG33,NSE,EQ,,22864,
710TN34,NSE,EQ,,27664,
747CG31,NSE,EQ,,22744,
748CG32,NSE,EQ,,22745,
708TN34,NSE,EQ,,27321,
747CG34,NSE,EQ,,23195,
747CG33,NSE,EQ,,23192,
746CG32,NSE,EQ,,23190,
738CG34,NSE,EQ,,23080,
URBAN,NSE,EQ,,16888,
747CG32,NSE,EQ,,23343,
KSHITIJPOL,NSE,EQ,,10407,
657HP30A,NSE,EQ,,1647,
657HP30,NSE,EQ,,1644,
663HP33,NSE,EQ,,2023,
663HP31,NSE,EQ,,2021,
702HP36,NSE,EQ,,2236,
705HP35,NSE,EQ,,2233,
ESSENTIA,NSE,EQ,,30323,
FWSTC,NSE,EQ,,760331,
AKSHARCHEM,NSE,EQ,,20178,
NOVAAGRI,NSE,EQ,,22477,
SAMPANN,NSE,EQ,,27303,
625AS26,NSE,EQ,,5226,
699TN31,NSE,EQ,,30419,
687TN28,NSE,EQ,,30414,
633AS26,NSE,EQ,,4982,
692TN29,NSE,EQ,,30415,
718TN55B,NSE,EQ,,30173,
KDL,NSE,EQ,,16758,
701TN35,NSE,EQ,,30436,
609AS26,NSE,EQ,,6304,
691AS31,NSE,EQ,,5969,
685AS31A,NSE,EQ,,5881,
SOLARWORLD,NSE,EQ,,759929,
GOLDBETA,NSE,EQ,,14535,
718TN45,NSE,EQ,,30165,
687AS31,NSE,EQ,,5670,
704TN30B,NSE,EQ,,30178,
715TN33,NSE,EQ,,30182,
MAL,NSE,EQ,,19134,
BANKBETA,NSE,EQ,,22440,
698AS31A,NSE,EQ,,5468,
NEXT50BETA,NSE,EQ,,21478,
697AS31,NSE,EQ,,5416,
699GA31A,NSE,EQ,,5027,
RATEGAIN,NSE,EQ,,7177,
699GA31,NSE,EQ,,4998,
SNXT50BETA,NSE,EQ,,9168,
696GA31,NSE,EQ,,4880,
MIDWESTLTD,NSE,EQ,,759517,
689GA31,NSE,EQ,,4750,
688GA31,NSE,EQ,,5557,
BECTORFOOD,NSE,EQ,,1628,
697GA31,NSE,EQ,,5469,
699GA31B,NSE,EQ,,5333,
SHIGAN,NSE,EQ,,8394,
ONWARDTEC,NSE,EQ,,2481,
702TN29A,NSE,EQ,,30177,
678GA31,NSE,EQ,,4578,
WAAREEENER,NSE,EQ,,25907,
PENTAGON,NSE,EQ,,17139,
70TN29,NSE,EQ,,30099,
726TN55,NSE,EQ,,30025,
694AS31,NSE,EQ,,6556,
722TN33,NSE,EQ,,30000,
708TN30,NSE,EQ,,29998,
ELECTHERM,NSE,EQ,,4469,
721TN32,NSE,EQ,,29999,
699AS31,NSE,EQ,,6330,
689TN28,NSE,EQ,,30175,
723TN55,NSE,EQ,,30083,
18PVL29A,NSE,EQ,,756037,
718TN35,NSE,EQ,,30070,
18PVL29,NSE,EQ,,756035,
OBSCP,NSE,EQ,,25923,
709TN30A,NSE,EQ,,30069,
INDOUS,NSE,EQ,,25503,
747CG30,NSE,EQ,,18689,
726JCL30,NSE,EQ,,759872,
SHEEL,NSE,EQ,,759407,
UNIECOM,NSE,EQ,,24809,
742CG31,NSE,EQ,,16976,
74CG30,NSE,EQ,,16974,
LANCORHOL,NSE,EQ,,23030,
703AS31,NSE,EQ,,7512,
729CG30,NSE,EQ,,16640,
633AS26A,NSE,EQ,,7495,
GODREJPROP,NSE,EQ,,17875,
MANOMAY,NSE,EQ,,13760,
774CG31,NSE,EQ,,20342,
SAREGAMA,NSE,EQ,,4892,
697AS31A,NSE,EQ,,7295,
773CG31,NSE,EQ,,19746,
INTEGRITY,NSE,EQ,,757902,
754CG31,NSE,EQ,,19180,
687AS31A,NSE,EQ,,7041,
604AS26,NSE,EQ,,7038,
749CG30,NSE,EQ,,18932,
729TN54,NSE,EQ,,24664,
727TN32,NSE,EQ,,24646,
MAXVOLT,NSE,EQ,,29657,
724TN30,NSE,EQ,,24665,
72SK35,NSE,EQ,,29921,
PRATHAM,NSE,EQ,,23113,
714SK34,NSE,EQ,,25771,
71SK35,NSE,EQ,,30435,
GLOBALVECT,NSE,EQ,,13735,
727TN54,NSE,EQ,,24204,
EGOLD,NSE,EQ,,19933,
739TN32,NSE,EQ,,24054,
744TN34B,NSE,EQ,,23998,
CASHIETF,NSE,EQ,,30139,
ESILVER,NSE,EQ,,20257,
734TN34,NSE,EQ,,24563,
733TN32,NSE,EQ,,24562,
RILINFRA,NSE,EQ,,9854,
731TN54,NSE,EQ,,24424,
FACT,NSE,EQ,,1008,
NXST,NSE,EQ,,15815,
735TN34,NSE,EQ,,24332,
SELLOWRAP,NSE,EQ,,757982,
733AS32,NSE,EQ,,8688,
SHILCTECH,NSE,EQ,,759847,
712AS32A,NSE,EQ,,8295,
709AS32,NSE,EQ,,8187,
685AS29,NSE,EQ,,8186,
732AS32,NSE,EQ,,8138,
712AS32,NSE,EQ,,7691,
AUTOIND,NSE,EQ,,14106,
HARRMALAYA,NSE,EQ,,1313,
GRCL,NSE,EQ,,14052,
MASKINVEST,NSE,EQ,,18731,
738TN34,NSE,EQ,,23873,
739WB42,NSE,EQ,,23098,
738TN33,NSE,EQ,,23870,
74WB44,NSE,EQ,,22989,
KRITIKA,NSE,EQ,,9288,
734TN29,NSE,EQ,,23869,
745WB42,NSE,EQ,,23211,
739WB44,NSE,EQ,,23100,
743TN34A,NSE,EQ,,23674,
745WB44,NSE,EQ,,23214,
EBANKNIFTY,NSE,EQ,,25258,
743TN32,NSE,EQ,,24004,
EMULTIMQ,NSE,EQ,,25996,
613GS2028,NSE,EQ,,6868,
AILIMITED,NSE,EQ,,4626,
749TN44,NSE,EQ,,23640,
749TN34,NSE,EQ,,23584,
75TN31,NSE,EQ,,23581,
HILTON,NSE,EQ,,14627,
742TN34A,NSE,EQ,,23423,
FOCE,NSE,EQ,,7385,
ANNAPURNA,NSE,EQ,,11198,
VEDL,NSE,EQ,,3063,
INDIANHUME,NSE,EQ,,1530,
752WB39,NSE,EQ,,23328,
ECAPINSURE,NSE,EQ,,29019,
753WB44,NSE,EQ,,23334,
VSTL,NSE,EQ,,22730,
PREMIERPOL,NSE,EQ,,3908,
711TN34,NSE,EQ,,27153,
712TN34A,NSE,EQ,,27003,
KSL,NSE,EQ,,18889,
702TN29,NSE,EQ,,27000,
716TN54,NSE,EQ,,25969,
716TN54A,NSE,EQ,,27207,
KCEIL,NSE,EQ,,21173,
714TN34,NSE,EQ,,27190,
71TN32A,NSE,EQ,,27186,
749CG35,NSE,EQ,,23349,
747CG33A,NSE,EQ,,23345,
747CG34A,NSE,EQ,,23347,
713TN34,NSE,EQ,,25956,
GENSOL,NSE,EQ,,758842,
700TN29,NSE,EQ,,25886,
712TN34,NSE,EQ,,25769,
STCINDIA,NSE,EQ,,10948,
TVSHLTD,NSE,EQ,,29008,
MAHSCOOTER,NSE,EQ,,2085,
EBBETF0433,NSE,EQ,,13139,
71TN34,NSE,EQ,,25354,
MAGADSUGAR,NSE,EQ,,21392,
ENTERO,NSE,EQ,,22717,
722TN54,NSE,EQ,,25001,
912PFL27,NSE,EQ,,759560,
930PFL29,NSE,EQ,,759559,
706TN29,NSE,EQ,,25006,
719TN34,NSE,EQ,,24895,
MOM100,NSE,EQ,,21423,
MAXHEALTH,NSE,EQ,,22377,
919PFL28,NSE,EQ,,759561,
721TN34,NSE,EQ,,24841,
722TN54A,NSE,EQ,,25217,
KSHINTL,NSE,EQ,,760433,
703TN29,NSE,EQ,,25212,
91PFL35,NSE,EQ,,759558,
719TN32A,NSE,EQ,,25106,
95PFL34,NSE,EQ,,759557,
DEN,NSE,EQ,,17722,
706TN29A,NSE,EQ,,25105,
FCL,NSE,EQ,,6198,
723TN34,NSE,EQ,,24753,
BBTCL,NSE,EQ,,12153,
HARDWYN,NSE,EQ,,8964,
MOLDTKPAC,NSE,EQ,,6713,
COFFEEDAY,NSE,EQ,,11165,
PFOCUS,NSE,EQ,,13496,
NIDAN,NSE,EQ,,6592,
676MH37,NSE,EQ,,756062,
NAM,NSE,INDIA,,357,
ENERGYDEV,NSE,EQ,,15053,
756IIFCL28,NSE,EQ,,29631,
KAPSTON,NSE,EQ,,18967,
LMW,NSE,EQ,,1979,
TRACXN,NSE,EQ,,11582,
GRANULES,NSE,EQ,,11872,
745MP45,NSE,EQ,,22759,
GLOSTERLTD,NSE,EQ,,23590,
742MP44,NSE,EQ,,22872,
742MP45,NSE,EQ,,22881,
742MP46,NSE,EQ,,22882,
SGBMAR30X,NSE,EQ,,8401,
AIAENG,NSE,EQ,,13086,
708IIFCL35,NSE,EQ,,757058,
MEDISTEP,NSE,EQ,,758423,
CAPACITE,NSE,EQ,,21749,
CINEVISTA,NSE,EQ,,8024,
KELLTONTEC,NSE,EQ,,13430,
726IIFCL34,NSE,EQ,,27038,
MUFIN,NSE,EQ,,19783,
747IIFCL27,NSE,EQ,,27035,
695GS2061,NSE,EQ,,6817,
BIRDYS,NSE,EQ,,23559,
SGBD29VIII,NSE,EQ,,7098,
EXCELINDUS,NSE,EQ,,11471,
SGBJAN30IX,NSE,EQ,,7879,
HEUBACHIND,NSE,EQ,,715,
654GS2032,NSE,EQ,,7843,
ASHOKA,NSE,EQ,,20182,
716MH50,NSE,EQ,,757930,
715MH49,NSE,EQ,,757929,
716MH55,NSE,EQ,,758199,
KIMS,NSE,EQ,,4847,
INDSWFTLAB,NSE,EQ,,4870,
717MH54,NSE,EQ,,758198,
STARPAPER,NSE,EQ,,3291,
IPSL,NSE,EQ,,11903,
LUMAXIND,NSE,EQ,,2018,
SANSERA,NSE,EQ,,5751,
MHLSDDR,NSE,EQ,,30568,
MHLSDD,NSE,EQ,,30566,
MHLSDG,NSE,EQ,,30564,
HPTL,NSE,EQ,,29879,
MHLSRDR,NSE,EQ,,30562,
MHLSRD,NSE,EQ,,30560,
MHLSRG,NSE,EQ,,30558,
CHOLAFIN,NSE,EQ,,685,
714MH46,NSE,EQ,,757655,
714MH45,NSE,EQ,,757654,
715MH47,NSE,EQ,,757739,
715MH46,NSE,EQ,,757738,
713MH48,NSE,EQ,,757935,
NEOGEN,NSE,EQ,,9917,
CGRAPHICS,NSE,EQ,,23468,
712MH47,NSE,EQ,,757928,
PROLIFE,NSE,EQ,,19352,
SBILIQETF,NSE,EQ,,758496,
ARVIND,NSE,EQ,,193,
DHRUV,NSE,EQ,,6858,
PNC,NSE,EQ,,9342,
715MH45,NSE,EQ,,757737,
704MH40,NSE,EQ,,757552,
708MH39,NSE,EQ,,757550,
HMT,NSE,EQ,,19698,
703MH38,NSE,EQ,,757548,
SECURKLOUD,NSE,EQ,,11062,
UYFINCORP,NSE,EQ,,25629,
DBOL,NSE,EQ,,10893,
ELIQUID,NSE,EQ,,759466,
ELM250,NSE,EQ,,758952,
ESENSEX,NSE,EQ,,759995,
AVL,NSE,EQ,,25984,
ENIFTY,NSE,EQ,,759998,
677MH37,NSE,EQ,,756093,
672MH40,NSE,EQ,,756065,
675MH39,NSE,EQ,,756064,
672MH38,NSE,EQ,,756063,
VISHWAS,NSE,EQ,,23370,
DCBBANK,NSE,EQ,,13725,
698MH37,NSE,EQ,,757547,
675MH40,NSE,EQ,,756097,
678MH39,NSE,EQ,,756096,
677MH38,NSE,EQ,,756095,
SHEMAROO,NSE,EQ,,5068,
756WB39,NSE,EQ,,11159,
756WB42,NSE,EQ,,11161,
768WB32,NSE,EQ,,11291,
DEEM,NSE,EQ,,22799,
734NRL35,NSE,EQ,,759071,
772WB38,NSE,EQ,,11295,
774WB39,NSE,EQ,,11607,
SHIVAMILLS,NSE,EQ,,1497,
793WB37,NSE,EQ,,11698,
795WB39,NSE,EQ,,11700,
691AS30,NSE,EQ,,431,
TEJASNET,NSE,EQ,,21131,
764WB32,NSE,EQ,,13248,
763GA33,NSE,EQ,,20733,
767WB37,NSE,EQ,,13237,
767WB39,NSE,EQ,,13399,
77GA33A,NSE,EQ,,19910,
77GA33B,NSE,EQ,,20171,
716UP31,NSE,EQ,,2759,
SHANTIGEAR,NSE,EQ,,3078,
765GA33,NSE,EQ,,20238,
775GA33,NSE,EQ,,20348,
SHEETAL,NSE,EQ,,20415,
749GA33A,NSE,EQ,,18945,
72UP31,NSE,EQ,,2387,
77GA33,NSE,EQ,,19481,
SABTNL,NSE,EQ,,23367,
717UP31,NSE,EQ,,2676,
767GA33,NSE,EQ,,19527,
719UP31,NSE,EQ,,2552,
773GA33,NSE,EQ,,19717,
EBGNG,NSE,EQ,,757862,
DHUNINV,NSE,EQ,,22233,
OSEINTRUST,NSE,EQ,,10435,
743GJ31,NSE,EQ,,22693,
742GJ33,NSE,EQ,,22697,
746GA33,NSE,EQ,,18696,
PSB,NSE,EQ,,21001,
725GJ26,NSE,EQ,,22603,
68AS30,NSE,EQ,,164,
742GJ31,NSE,EQ,,22608,
69AS30A,NSE,EQ,,294,
ARSSBL,NSE,EQ,,759956,
655AS30A,NSE,EQ,,22447,
763GJ34,NSE,EQ,,21858,
763GJ33,NSE,EQ,,21856,
76GJ33,NSE,EQ,,22493,
8AS30,NSE,EQ,,21048,
764GJ34,NSE,EQ,,21503,
655AS30,NSE,EQ,,20653,
KOTHARIPRO,NSE,EQ,,5528,
764GJ33,NSE,EQ,,21500,
767WB41,NSE,EQ,,13401,
MEDANTA,NSE,EQ,,11956,
VPRPL,NSE,EQ,,18341,
773WB32,NSE,EQ,,9719,
708UP31,NSE,EQ,,2264,
783WB32,NSE,EQ,,9782,
796WB37,NSE,EQ,,10213,
ARCHIES,NSE,EQ,,5688,
782WB32,NSE,EQ,,10252,
802WB37,NSE,EQ,,10384,
664UP31,NSE,EQ,,2024,
DODLA,NSE,EQ,,4822,
662UP31,NSE,EQ,,1938,
NITINSPIN,NSE,EQ,,13175,
801WB41,NSE,EQ,,10393,
807WB38,NSE,EQ,,10478,
694UP31,NSE,EQ,,2140,
SCHNEIDER,NSE,EQ,,31234,
688UP31,NSE,EQ,,2080,
THELEELA,NSE,EQ,,757014,
797WB42,NSE,EQ,,10454,
PGHH,NSE,EQ,,2535,
789WB37,NSE,EQ,,10553,
66UP31,NSE,EQ,,1842,
662UP30,NSE,EQ,,1695,
INDIQUBE,NSE,EQ,,757845,
ADVENTHTL,NSE,EQ,,759769,
661UP31,NSE,EQ,,1891,
747GA34,NSE,EQ,,23198,
656AS30,NSE,EQ,,754,
752GA39,NSE,EQ,,23357,
766GJ32,NSE,EQ,,21264,
66UP30A,NSE,EQ,,1649,
747GJ28,NSE,EQ,,21152,
UNIVCABLES,NSE,EQ,,3607,
764GJ31,NSE,EQ,,21262,
767GA33A,NSE,EQ,,20937,
769GA34,NSE,EQ,,21865,
758GJ32,NSE,EQ,,20927,
743GJ27,NSE,EQ,,21133,
765GA34,NSE,EQ,,22496,
SILINV,NSE,EQ,,4105,
755GJ31,NSE,EQ,,20724,
662AS30,NSE,EQ,,1425,
74GJ26,NSE,EQ,,20926,
66AS30A,NSE,EQ,,1645,
765GJ29A,NSE,EQ,,20368,
664AS30,NSE,EQ,,1246,
766GJ30A,NSE,EQ,,20479,
758GJ26,NSE,EQ,,20367,
66AS30,NSE,EQ,,1163,
648AS30,NSE,EQ,,985,
TDPOWERSYS,NSE,EQ,,25178,
PRAJIND,NSE,EQ,,2705,
TIINDIA,NSE,EQ,,312,
ETL,NSE,EQ,,758591,
NXT,NSE,INFRA,,24298,
658UP30,NSE,EQ,,1239,
66UP30,NSE,EQ,,1086,
COASTCORP,NSE,EQ,,6010,
656UP30,NSE,EQ,,1525,
654UP30,NSE,EQ,,779,
663UP30,NSE,EQ,,614,
UNITDSPR,NSE,EQ,,10447,
706UK32,NSE,EQ,,759986,
659UP30,NSE,EQ,,997,
642UP30,NSE,EQ,,849,
764UK32,NSE,EQ,,760505,
VIPCLOTHNG,NSE,EQ,,14843,
674UP30,NSE,EQ,,161,
CRIZAC,NSE,EQ,,757850,
697UK35,NSE,EQ,,757749,
TECH,NSE,EQ,,6462,
73UK32,NSE,EQ,,759319,
691UP30A,NSE,EQ,,439,
PRICOLLTD,NSE,EQ,,19631,
674UK35,NSE,EQ,,756092,
69UP30,NSE,EQ,,307,
FABTECH,NSE,EQ,,760125,
674UK35A,NSE,EQ,,757561,
NAVKARCORP,NSE,EQ,,10557,
APEXECO,NSE,EQ,,27288,
745GJ31,NSE,EQ,,18938,
762GJ28,NSE,EQ,,19480,
738GJ30A,NSE,EQ,,16973,
74GJ27,NSE,EQ,,18688,
SUVEN,NSE,EQ,,11233,
718GJ28,NSE,EQ,,16651,
722GJ28,NSE,EQ,,16781,
MODTHREAD,NSE,EQ,,2241,
738GJ30,NSE,EQ,,15260,
67AS27,NSE,EQ,,2374,
727GJ31,NSE,EQ,,15744,
621AS26,NSE,EQ,,2224,
707AS31,NSE,EQ,,2266,
OMFREIGHT,NSE,EQ,,759411,
619AS26,NSE,EQ,,2123,
698AS31,NSE,EQ,,2134,
CMRSL,NSE,EQ,,11447,
764WB42,NSE,EQ,,13621,
668UP30,NSE,EQ,,92,
766WB39,NSE,EQ,,13906,
GMMPFAUDLR,NSE,EQ,,1570,
771WB39,NSE,EQ,,13991,
769WB39,NSE,EQ,,14340,
TVSINVIT,NSE,EQ,,758598,
769WB42,NSE,EQ,,14347,
644UP30,NSE,EQ,,22262,
65UP30,NSE,EQ,,22081,
775WB39,NSE,EQ,,14446,
779WB42,NSE,EQ,,14447,
664UP30,NSE,EQ,,21,
774WB41,NSE,EQ,,14655,
667UP30,NSE,EQ,,22414,
744GA33,NSE,EQ,,18327,
774WB43,NSE,EQ,,14658,
70UP30,NSE,EQ,,22088,
765UP30,NSE,EQ,,22086,
747GA33,NSE,EQ,,18403,
BSLSENETFG,NSE,EQ,,5957,
JSL,NSE,EQ,,11236,
669UP30,NSE,EQ,,22097,
746GA38,NSE,EQ,,18522,
HEALTHY,NSE,EQ,,6297,
686UP30,NSE,EQ,,22094,
738GA33,NSE,EQ,,17324,
ADANIPORTS,NSE,EQ,,15083,
741GA33,NSE,EQ,,17455,
75GA33,NSE,EQ,,18082,
749GA33,NSE,EQ,,18209,
717AS31,NSE,EQ,,2548,
643AS26,NSE,EQ,,2733,
736GA33,NSE,EQ,,16797,
747GA38,NSE,EQ,,16982,
AFSL,NSE,EQ,,13288,
VOLTAS,NSE,EQ,,3718,
PERFECT,NSE,EQ,,758121,
724AS31,NSE,EQ,,2389,
DTL,NSE,EQ,,24313,
BMETRICS,NSE,EQ,,6052,
RUSTOMJEE,NSE,EQ,,12219,
AVADHSUGAR,NSE,EQ,,21406,
789WB40,NSE,EQ,,14844,
GOODLUCK,NSE,EQ,,6125,
785WB42,NSE,EQ,,14849,
685AS31,NSE,EQ,,2930,
NETWEB,NSE,EQ,,17433,
HBLENGINE,NSE,EQ,,13966,
ESAFSFB,NSE,EQ,,19878,
AVG,NSE,EQ,,15589,
GRASIM,NSE,EQ,,1232,
LUPIN,NSE,EQ,,10440,
716GJ31,NSE,EQ,,760502,
707GJ30,NSE,EQ,,760501,
727GJ34,NSE,EQ,,760339,
AVALON,NSE,EQ,,15058,
719GJ33,NSE,EQ,,760275,
DELTACORP,NSE,EQ,,15044,
717GJ34,NSE,EQ,,760067,
ITTL,NSE,EQ,,27266,
PIGL,NSE,EQ,,15716,
UNIVASTU,NSE,EQ,,18977,
NMDC,NSE,EQ,,15332,
CHAMBLFERT,NSE,EQ,,637,
BLKASHYAP,NSE,EQ,,13290,
MASON,NSE,EQ,,24278,
C2C,NSE,EQ,,27274,
ZENITHDRUG,NSE,EQ,,22803,
77NVCL28,NSE,EQ,,759795,
SDBL,NSE,EQ,,1338,
DBCORP,NSE,EQ,,17881,
707GJ33,NSE,EQ,,760004,
KABRAEXTRU,NSE,EQ,,1805,
698GJ32,NSE,EQ,,759985,
684GJ31B,NSE,EQ,,759852,
707GJ34A,NSE,EQ,,759308,
ALIVUS,NSE,EQ,,5265,
706GJ33,NSE,EQ,,759385,
707GJ32A,NSE,EQ,,759026,
701GJ31A,NSE,EQ,,758924,
725GJ34,NSE,EQ,,758716,
702GJ33A,NSE,EQ,,758579,
680GJ34,NSE,EQ,,757910,
698SHFL28,NSE,EQ,,760707,
712SHFL30,NSE,EQ,,758143,
IL&FSTRANS,NSE,EQ,,9381,
BSOFT,NSE,EQ,,6994,
715SHFL28,NSE,EQ,,757896,
TARACHAND,NSE,EQ,,23512,
727SHFL27,NSE,EQ,,756006,
63MOONS,NSE,EQ,,11868,
INDIGOPNTS,NSE,EQ,,2048,
717SHFL30,NSE,EQ,,757565,
715SHFL30,NSE,EQ,,757047,
781UP34A,NSE,EQ,,14830,
SUNTECK,NSE,EQ,,17641,
PVP,NSE,EQ,,6273,
778UP36,NSE,EQ,,14651,
BELRISE,NSE,EQ,,757102,
779UP33,NSE,EQ,,14829,
774UP37,NSE,EQ,,14554,
688MP41,NSE,EQ,,757389,
MOKSH,NSE,EQ,,3586,
677MP39,NSE,EQ,,756865,
778UP35,NSE,EQ,,14649,
VOLTAMP,NSE,EQ,,13577,
775UP38,NSE,EQ,,14442,
733GS2026,NSE,EQ,,19685,
AKANKSHA,NSE,EQ,,21121,
714MP41,NSE,EQ,,757652,
737GS2028,NSE,EQ,,19566,
773UP33,NSE,EQ,,14538,
692MP43,NSE,EQ,,757390,
766UP33A,NSE,EQ,,14273,
723MP42,NSE,EQ,,757785,
732GS2030,NSE,EQ,,20136,
688PY31,NSE,EQ,,22026,
775UP35,NSE,EQ,,14441,
746GS2073,NSE,EQ,,19808,
735PY30,NSE,EQ,,22028,
715MP43A,NSE,EQ,,757653,
724GR2033,NSE,EQ,,20448,
703PY28,NSE,EQ,,22029,
722MP43,NSE,EQ,,758193,
725GR2028,NSE,EQ,,20151,
766UP33,NSE,EQ,,14162,
737GR2054,NSE,EQ,,21735,
708PY26,NSE,EQ,,22025,
670GJ33,NSE,EQ,,757731,
701PY26,NSE,EQ,,22027,
SGBDE31III,NSE,EQ,,22476,
721PY28,NSE,EQ,,22024,
61GJ28,NSE,EQ,,757559,
SGBFEB32IV,NSE,EQ,,22886,
651GJ33,NSE,EQ,,757019,
TECHD,NSE,EQ,,759141,
665GJ37,NSE,EQ,,756812,
664GJ36,NSE,EQ,,756811,
HFCL,NSE,EQ,,21951,
669GJ35,NSE,EQ,,757110,
677MP37,NSE,EQ,,756864,
VIVIDHA,NSE,EQ,,29877,
669GJ34,NSE,EQ,,757109,
668GJ33,NSE,EQ,,756856,
TOLINS,NSE,EQ,,25262,
AARON,NSE,EQ,,1030,
661GJ32,NSE,EQ,,756855,
KALYANIFRG,NSE,EQ,,15156,
MONARCH,NSE,EQ,,7679,
SENSEXIETF,NSE,EQ,,4378,
725BACL28,NSE,EQ,,760815,
SHYAMTEL,NSE,EQ,,13740,
764UP36,NSE,EQ,,14109,
GURUNANAK,NSE,EQ,,759261,
769UP35,NSE,EQ,,13891,
GPTINFRA,NSE,EQ,,17685,
772UP36,NSE,EQ,,13973,
JINDALPOLY,NSE,EQ,,1756,
791UP37,NSE,EQ,,11697,
METROBRAND,NSE,EQ,,7242,
762UP35,NSE,EQ,,13778,
770SHFL29,NSE,EQ,,27158,
781UP32,NSE,EQ,,11408,
75MP44,NSE,EQ,,758884,
781UP34,NSE,EQ,,11603,
748MP42,NSE,EQ,,758883,
766UP32,NSE,EQ,,10771,
744MP46,NSE,EQ,,759033,
778SHFL28,NSE,EQ,,27282,
768UP32,NSE,EQ,,11289,
AMRUTANJAN,NSE,EQ,,17547,
743MP43,NSE,EQ,,759031,
770SHFL27,NSE,EQ,,756171,
706GS2028,NSE,EQ,,14970,
798SHFL26,NSE,EQ,,24720,
751MP48,NSE,EQ,,759332,
TREL,NSE,EQ,,17795,
805SHFL29,NSE,EQ,,24063,
748MP45,NSE,EQ,,759330,
79SHFL27,NSE,EQ,,25593,
717GS2030,NSE,EQ,,15050,
765SHFL29,NSE,EQ,,25948,
79123SHF26,NSE,EQ,,25016,
699GS2026,NSE,EQ,,15046,
73GS2053,NSE,EQ,,16865,
725GS2063,NSE,EQ,,16733,
RCDL,NSE,EQ,,19681,
NACLIND,NSE,EQ,,20425,
718GS2037,NSE,EQ,,17398,
795SHFL34,NSE,EQ,,23563,
SGBJUN31I,NSE,EQ,,17202,
722MP48,NSE,EQ,,758187,
SGBSEP31II,NSE,EQ,,19456,
718GS2033,NSE,EQ,,18025,
724MP45,NSE,EQ,,758122,
757MP45,NSE,EQ,,758725,
DEEPAKFERT,NSE,EQ,,827,
MUTHOOTFIN,NSE,EQ,,23650,
757MP43,NSE,EQ,,758724,
TARMAT,NSE,EQ,,14771,
RITCO,NSE,EQ,,8944,
FEL,NSE,EQ,,13812,
748MH45,NSE,EQ,,760295,
MANAKCOAT,NSE,EQ,,7413,
IDEA,NSE,EQ,,14366,
RHIM,NSE,EQ,,31163,
711AP38B,NSE,EQ,,29505,
716AP40,NSE,EQ,,29512,
72AP36,NSE,EQ,,29923,
722AP34,NSE,EQ,,30001,
729MH35,NSE,EQ,,760289,
708AP35A,NSE,EQ,,29520,
754MP48,NSE,EQ,,760088,
717AP39,NSE,EQ,,28995,
717AP32,NSE,EQ,,29497,
744MP38,NSE,EQ,,760070,
TERASOFT,NSE,EQ,,19296,
75MP36,NSE,EQ,,760270,
707AP34,NSE,EQ,,29498,
SUDARSCHEM,NSE,EQ,,3327,
702MP30,NSE,EQ,,760480,
710AP34,NSE,EQ,,27328,
711AP38A,NSE,EQ,,27316,
711AP39,NSE,EQ,,27323,
717AP37,NSE,EQ,,28992,
717AP38,NSE,EQ,,28993,
74MP47,NSE,EQ,,759493,
743MH40,NSE,EQ,,760072,
74MP46,NSE,EQ,,759492,
72MH34,NSE,EQ,,760068,
746MP43,NSE,EQ,,759743,
JINDALSAW,NSE,EQ,,3024,
GS220231C,NSE,EQ,,4429,
745MP41,NSE,EQ,,759742,
72MP33,NSE,EQ,,760066,
745MP44B,NSE,EQ,,759744,
726MH42,NSE,EQ,,759391,
727MH36,NSE,EQ,,759029,
726MH41,NSE,EQ,,759389,
PHOENIXLTD,NSE,EQ,,14552,
724MH34,NSE,EQ,,758846,
725MH37,NSE,EQ,,759740,
707MH33,NSE,EQ,,759737,
729MH50,NSE,EQ,,758832,
72MH36,NSE,EQ,,758815,
708AP37,NSE,EQ,,30437,
KKVAPOW,NSE,EQ,,17781,
707AP36,NSE,EQ,,30412,
TORNTPOWER,NSE,EQ,,13786,
80NL30,NSE,EQ,,21995,
BAJAJELEC,NSE,EQ,,15034,
PRIMESECU,NSE,EQ,,11864,
67NL30,NSE,EQ,,86,
722AP35,NSE,EQ,,30003,
INDOBORAX,NSE,EQ,,8614,
652NL30,NSE,EQ,,21993,
